llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,109,0,63164316,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,110,0,63168135,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,111,0,63183390,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,112,0,63194200,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,113,0,63201634,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,114,0,63209240,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,115,0,63220164,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,116,0,63234873,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,117,0,63245542,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,118,0,63251655,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,119,0,63261871,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,120,0,63273058,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,121,0,63287908,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,122,0,63291879,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,123,0,63316234,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,124,0,63319403,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,125,0,63322643,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,126,0,63347194,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,127,0,63350934,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,128,0,63354787,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,129,0,63367443,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,130,0,63372559,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,131,0,63383328,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,132,0,63402335,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,133,0,63407348,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,134,0,63413350,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,135,0,63444362,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,136,0,63448047,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,137,0,63451756,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,138,0,63469767,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,139,0,63473688,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,140,0,63478307,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,141,0,63491652,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,142,0,63516212,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,143,0,63520033,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,144,0,63523610,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,145,0,63541394,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,146,0,63545901,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,147,0,63549676,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,148,0,63572557,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,149,0,63575889,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,150,0,63579019,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,151,0,63587171,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,152,0,63617824,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,153,0,63622085,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,154,0,63625209,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,155,0,63629389,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,156,0,63645102,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,157,0,63655433,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,158,0,63661733,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,159,0,63670037,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,160,0,63679371,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,161,0,63710325,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,162,0,63713844,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,163,0,63717258,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,164,0,63736351,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,165,0,63741041,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,166,0,63744727,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,167,0,63754572,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,168,0,63764239,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,169,0,63774712,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,170,0,63793244,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,171,0,63796686,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,172,0,63818384,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,173,0,63822711,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,174,0,63826523,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,175,0,63849330,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,176,0,63853241,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,177,0,63856387,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,178,0,63869208,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,179,0,63875010,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,180,0,63889612,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,181,0,63895134,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,182,0,63909742,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,183,0,63919279,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,184,0,63926184,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,185,0,63937355,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,186,0,63952631,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,187,0,63957652,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,188,0,63967114,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,189,0,63987387,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,190,0,63991473,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,191,0,64013242,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,192,0,64017273,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,193,0,64021449,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,194,0,64034318,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,195,0,64038868,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,196,0,64049495,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,197,0,64074614,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,198,0,64078830,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,199,0,64086634,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,200,0,64117496,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,201,0,64120605,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,202,0,64123828,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,203,0,64142918,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,204,0,64146358,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,205,0,64149801,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,206,0,64159220,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,207,0,64168903,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,208,0,64178922,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,209,0,64203449,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,210,0,64207729,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,211,0,64212616,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,212,0,64225109,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,213,0,64230266,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,214,0,64240701,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,215,0,64267888,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,216,0,64271243,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,217,0,64278915,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,218,0,64295392,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,219,0,64306083,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,220,0,64311825,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,221,0,64320799,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,222,0,64332034,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,223,0,64345277,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,224,0,64350026,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,225,0,64360306,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,226,0,64375522,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,227,0,64386730,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,228,0,64394315,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,229,0,64401677,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,230,0,64412206,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,231,0,64429443,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,232,0,64433257,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,233,0,64443126,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,234,0,64459196,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,235,0,64469525,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,236,0,64476020,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,237,0,64485996,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,238,0,64496133,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,239,0,64506639,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,240,0,64514282,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,241,0,64523813,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,242,0,64539779,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,243,0,64550179,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,244,0,64557149,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,245,0,64565300,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,246,0,64575718,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,247,0,64594851,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,248,0,64597761,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,249,0,64605624,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,250,0,64621038,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,251,0,64632359,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,252,0,64638539,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,253,0,64646915,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,254,0,64658744,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,255,0,64681644,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,256,0,64685885,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0.2,10,257,0,64690040,0,0,0,0,0,0
